x,y,z
0.457339,0.825541,9.883369
0.539008,0.990043,9.378859
0.638892,1.189922,8.904240
0.760857,1.433514,8.459640
0.909748,1.731034,8.045978
1.091595,2.095003,7.665322
1.313858,2.540751,7.321419
1.585730,3.086959,7.020493
1.918480,3.756206,6.772440
2.325829,4.575412,6.592604
2.824311,5.575946,6.504371
3.433524,6.792982,6.542893
4.176089,8.263284,6.760240
5.076969,10.020050,7.232082
6.161524,12.082535,8.065332
7.451307,14.437242,9.404492
8.956140,17.007211,11.430883
10.660831,19.608730,14.343051
12.505904,21.905206,18.300194
14.365505,23.390599,23.312687
16.033729,23.462905,29.094270
17.239965,21.641989,34.962906
17.711952,17.882440,39.941965
17.276317,12.758716,43.130876
15.942070,7.286008,44.143393
13.904984,2.447795,43.253909
11.467370,-1.197142,41.145505
8.931183,-3.575592,38.523247
6.525239,-4.916885,35.879092
4.384132,-5.541692,33.460633
2.561941,-5.736501,31.344058
1.057870,-5.712344,29.517534
-0.160052,-5.608382,27.937838
-1.137878,-5.509761,26.559343
-1.925120,-5.465422,25.345261
-2.568893,-5.501676,24.270017
-3.111174,-5.631429,23.318139
-3.587896,-5.860063,22.482319
-4.029040,-6.188968,21.761718
-4.459186,-6.617412,21.160803
-4.898189,-7.143226,20.688679
-5.361763,-7.762542,20.358733
-5.861837,-8.468753,20.188366
-6.406590,-9.250751,20.198506
-7.000101,-10.090558,20.412548
-7.641588,-10.960540,20.854258
-8.324284,-11.820692,21.544145
-9.034078,-12.616831,22.493902
-9.748281,-13.281062,23.698946
-10.435032,-13.736178,25.129945
-11.054101,-13.905391,26.725596
-11.559819,-13.727333,28.390209
-11.906503,-13.173590,29.999924
-12.055869,-12.262978,31.419348
-11.984836,-11.065630,32.525914
-11.691318,-9.692686,33.234372
-11.195874,-8.273697,33.512119
-10.538420,-6.929910,33.379707
-9.771101,-5.753208,32.897836
-8.949682,-4.796676,32.147694
-8.125909,-4.076717,31.212532
-7.342397,-3.582419,30.165327
-6.630406,-3.287015,29.063434
-6.009995,-3.157829,27.948494
-5.491676,-3.163165,26.849150
-5.078723,-3.276186,25.784616
-4.769545,-3.476475,24.767969
-4.559752,-3.750133,23.808751
-4.443792,-4.089084,22.914868
-4.416119,-4.490040,22.093941
-4.471956,-4.953364,21.354305
-4.607711,-5.481932,20.705807
-4.821108,-6.079981,20.160514
-5.111085,-6.751860,19.733366
-5.477456,-7.500564,19.442754
-5.920346,-8.325896,19.310911
-6.439342,-9.222103,19.363907
-7.032313,-10.174933,19.630882
-7.693867,-11.158175,20.141986
-8.413439,-12.130146,20.924390
-9.173155,-13.031119,21.995764
-9.945838,-13.783375,23.355086
-10.693807,-14.296189,24.971788
-11.369427,-14.477771,26.776082
-11.918425,-14.254416,28.655279
-12.286498,-13.593278,30.461499
-12.428595,-12.520819,32.033364
-12.318679,-11.127266,33.227827
-11.956714,-9.551592,33.951292
-11.370072,-7.950774,34.177231
-10.608558,-6.465437,33.943459
-9.734844,-5.195137,33.332458
-8.813667,-4.189982,32.445212
-7.902886,-3.456738,31.378981
-7.048103,-2.972598,30.214247
-6.280919,-2.699829,29.010661
-5.619904,-2.597266,27.808883
-5.073073,-2.627523,26.634993
-4.640864,-2.760488,25.505173
-4.318944,-2.974288,24.429584
-4.100542,-3.254811,23.415184
-3.978197,-3.594572,22.467642
-3.944961,-3.991399,21.592618
-3.995147,-4.447156,20.796686
-4.124725,-4.966588,20.088077
-4.331439,-5.556240,19.477389
-4.614713,-6.223351,18.978306
-4.975352,-6.974575,18.608361
-5.415044,-7.814335,18.389648
-5.935591,-8.742588,18.349330
-6.537814,-9.751811,18.519609
-7.220021,-10.823112,18.936627
-7.975978,-11.921618,19.637511
-8.792394,-12.991889,20.654595
-9.646155,-13.954940,22.006010
-10.501864,-14.709567,23.682652
-11.310754,-15.141383,25.633543
-12.012363,-15.142111,27.754568
-12.540330,-14.637974,29.888274
-12.832583,-13.619542,31.841776
-12.844189,-12.159606,33.423275
-12.558943,-10.406508,34.486612
-11.995083,-8.551008,34.965220
-11.202415,-6.779565,34.880094
-10.251823,-5.234280,34.320312
-9.221278,-3.993931,33.408638
-8.183107,-3.077365,32.268684
-7.195628,-2.460564,31.003993
-6.299825,-2.096839,29.690509
-5.520002,-1.933263,28.378357
-4.866738,-1.921051,27.097832
-4.340663,-2.020588,25.865940
-3.936096,-2.202785,24.691757
-3.644057,-2.448432,23.580182
-3.454520,-2.746683,22.534341
-3.357959,-3.093352,21.557047
-3.346315,-3.489363,20.651730
-3.413536,-3.939454,19.823097
-3.555796,-4.451133,19.077737
-3.771514,-5.033793,18.424767
-4.061209,-5.697856,17.876608
-4.427215,-6.453772,17.449884
-4.873236,-7.310645,17.166441
-5.403675,-8.274221,17.054352
-6.022644,-9.343923,17.148638
-6.732490,-10.508647,17.491204
-7.531707,-11.741195,18.129106
-8.412113,-12.991688,19.109891
-9.355332,-14.181291,20.472473
-10.329027,-15.199100,22.232392
-11.283896,-15.906857,24.362107
-12.153236,-16.156799,26.770793
-12.857287,-15.825139,29.293277
-13.313973,-14.855517,31.700723
-13.455236,-13.295466,33.740647
-13.244574,-11.303600,35.198348
-12.688855,-9.115532,35.954384
-11.838691,-6.980249,36.009380
-10.776790,-5.097236,35.465556
-9.599382,-3.581598,34.479697
-8.398007,-2.464093,33.213948
-7.247030,-1.714244,31.803350
-6.198390,-1.269516,30.344087
-5.282206,-1.059036,28.896296
-4.510716,-1.018119,27.493183
-3.883351,-1.094807,26.150652
-3.391547,-1.251222,24.874835
-3.022656,-1.462242,23.667074
-2.762779,-1.713194,22.526841
-2.598669,-1.997455,21.453305
-2.518867,-2.314402,20.446141
-2.514313,-2.667817,19.505968
-2.578595,-3.064747,18.634695
-2.707981,-3.514722,17.835883
-2.901337,-4.029235,17.115232
-3.159967,-4.621333,16.481253
-3.487416,-5.305192,15.946160
-3.889217,-6.095470,15.527027
-4.372517,-7.006190,15.247208
-4.945509,-8.048830,15.137961
-5.616506,-9.229154,15.240030
-6.392454,-10.542281,15.604657
-7.276610,-11.965509,16.292991
-8.265131,-13.448879,17.372103
-9.342421,-14.904580,18.905101
-10.475549,-16.198652,20.932616
-11.608892,-17.151774,23.444744
-12.661494,-17.558705,26.347948
-13.530828,-17.233851,29.440805
-14.106364,-16.078261,32.420730
-14.292955,-14.142212,34.939321
-14.037712,-11.643105,36.697900
-13.348797,-8.913615,37.540080
-12.296039,-6.299294,37.489042
-10.992441,-4.060791,36.711407
-9.565710,-2.327514,35.437798
-8.132153,-1.108914,33.887961
-6.780781,-0.337436,32.229131
-5.568642,0.086392,30.567986
-4.524023,0.262380,28.961908
-3.653314,0.274633,27.435623
-2.948412,0.186669,25.995496
-2.393029,0.042549,24.639196
-1.967394,-0.129575,23.361220
-1.651394,-0.313526,22.155610
-1.426473,-0.501626,21.017038
-1.276627,-0.691996,19.941101
-1.188794,-0.886594,18.924291
-1.152888,-1.089898,17.963879
-1.161633,-1.308099,17.057840
-1.210319,-1.548676,16.204826
-1.296550,-1.820238,15.404238
-1.420035,-2.132574,14.656385
-1.582435,-2.496832,13.962751
-1.787275,-2.925772,13.326412
-2.039932,-3.434065,12.752633
-2.347663,-4.038543,12.249735
-2.719677,-4.758326,11.830302
-3.167183,-5.614642,11.512858
-3.703351,-6.630067,11.324119
-4.343050,-7.826715,11.301890
-5.102156,-9.222640,11.498520
-5.996081,-10.825394,11.984412
-7.037032,-12.621369,12.850267
-8.229335,-14.559756,14.205220
-9.562196,-16.531336,16.165800
-10.999733,-18.346489,18.828582
-12.469659,-19.724884,22.220289
-13.854954,-20.319388,26.228872
-14.996609,-19.798402,30.542408
-15.716539,-17.985102,34.650509
-15.862667,-14.993397,37.959421
-15.361766,-11.255046,40.000920
-14.251929,-7.379800,40.615513
-12.673134,-3.923132,39.981470
-10.820985,-1.213832,38.482534
-8.890792,0.674458,36.527267
-7.037764,1.844531,34.429833
-5.362011,2.473492,32.378927
-3.912436,2.740203,30.461605
-2.699387,2.791311,28.702073
-1.708487,2.733635,27.093687
-0.911990,2.639014,25.618829
-0.276765,2.552839,24.258929
0.230717,2.502247,22.998413
0.641647,2.502686,21.825609
0.983656,2.562749,20.732422
1.280559,2.687546,19.713709
1.552639,2.881000,18.766759
1.817222,3.147339,17.891016
2.089369,3.492043,17.088070
2.382567,3.922405,16.361918
2.709370,4.447770,15.719495
3.081944,5.079505,15.171504
3.512470,5.830601,14.733565
4.013362,6.714755,14.427717
4.597206,7.744648,14.284238
5.276289,8.928958,14.343631
6.061504,10.267524,14.658323
6.960358,11.744009,15.293135
7.973741,13.315663,16.322746
9.091174,14.900775,17.823350
10.284646,16.366719,19.854965
11.501944,17.525398,22.431833
12.661924,18.147301,25.483345
13.655891,18.005786,28.818580
14.359813,16.952311,32.120182
14.659150,14.998117,34.994399
14.480798,12.353476,37.078052
13.818831,9.383483,38.157142
12.740129,6.491299,38.228218
11.365978,3.993823,37.467770
9.839250,2.055362,36.139264
8.292572,0.694912,34.499114
6.828237,-0.163237,32.742430
5.511854,-0.634182,30.991658
4.375784,-0.833616,29.310245
3.427131,-0.858506,27.723212
2.656386,-0.781589,26.234645
2.044740,-0.653091,24.839267
1.569453,-0.505182,23.528857
1.207388,-0.356744,22.295235
0.937096,-0.217481,21.131330
0.739859,-0.091099,20.031337
0.600056,0.022407,18.990537
0.505121,0.125190,18.005029
0.445274,0.220549,17.071508
0.413165,0.312338,16.187097
0.403499,0.404662,15.349242
0.412703,0.501759,14.555652
0.438628,0.608024,13.804277
0.480336,0.728107,13.093302
0.537939,0.867087,12.421180
0.612505,1.030673,11.786685
0.706022,1.225462,11.188991
0.821418,1.459231,10.627813
0.962638,1.741272,10.103603
1.134768,2.082780,9.617853
1.344213,2.497284,9.173536
1.598923,3.001117,8.775769
1.908671,3.613882,8.432791
2.285345,4.358841,8.157389
2.743256,5.263046,7.968971
3.299349,6.356914,7.896511
3.973218,7.672649,7.982599
4.786639,9.240507,8.288715
5.762194,11.081288,8.901417
6.920245,13.192681,9.938022
8.273183,15.526699,11.548069
9.815659,17.956736,13.902786
11.509892,20.238651,17.159687
13.267334,21.984470,21.387887
14.933096,22.689018,26.453722
16.287109,21.859972,31.910432
17.079524,19.256076,36.996790
17.104763,15.115678,40.847118
16.285792,10.165677,42.860211
14.715342,5.326657,42.971895
12.622099,1.315003,41.610897
10.285382,-1.567091,39.408316
7.952750,-3.378352,36.914500
5.796312,-4.361748,34.476583
3.908173,-4.792566,32.254187
2.317376,-4.901194,30.287317
1.011947,-4.853410,28.558550
-0.042426,-4.757945,27.032036
-0.889385,-4.681549,25.672552
-1.573950,-4.662954,24.452482
-2.138230,-4.723430,23.352979
-2.619516,-4.874059,22.362955
-3.049776,-5.120469,21.477671
-3.455935,-5.465735,20.697630
-3.860485,-5.911954,20.027950
-4.282183,-6.460822,19.478179
-4.736639,-7.113386,19.062452
-5.236690,-7.869016,18.799797
-5.792439,-8.723578,18.714376
-6.410871,-9.666721,18.835316
-7.094972,-10.678291,19.195620
-7.842281,-11.724050,19.829435
-8.642915,-12.751369,20.766832
-9.477266,-13.686304,22.025324
-10.313903,-14.434413,23.598120
-11.108581,-14.888329,25.440727
-11.805646,-14.944486,27.460163
-12.343059,-14.528363,29.513457
-12.661445,-13.622056,31.421974
-12.715830,-12.282626,33.002942
-12.486741,-10.639463,34.109999
-11.986481,-8.867251,34.666724
-11.257767,-7.144193,34.678294
-10.365045,-5.613208,34.217644
-9.381838,-4.360556,33.395568
-8.378501,-3.415245,32.329547
-7.413551,-2.762723,31.121994
-6.529637,-2.363319,29.850796
-5.753437,-2.168351,28.569263
-5.098018,-2.131015,27.310923
-4.566254,-2.212133,26.095506
-4.154288,-2.382175,24.934174
-3.854508,-2.621075,23.833357
-3.657841,-2.917013,22.797303
-3.555363,-3.264856,21.829688
-3.539347,-3.664661,20.934648
-3.603857,-4.120376,20.117526
-3.745029,-4.638745,19.385522
-3.961107,-5.228354,18.748365
-4.252308,-5.898680,18.219076
-4.620527,-6.658980,17.814836
-5.068858,-7.516791,17.557917
-5.600880,-8.475800,17.476521
-6.219596,-9.532781,17.605240
-6.925916,-10.673402,17.984594
-7.716529,-11.866864,18.658758
-8.581130,-13.059909,19.670309
-9.499098,-14.171686,21.050649
-10.436157,-15.092418,22.805423
-11.342084,-15.690228,24.896213
-12.151198,-15.830476,27.223488
-12.787557,-15.408519,29.620153
-13.175931,-14.388796,31.866406
-13.257210,-12.833840,33.730343
-13.003813,-10.904381,35.024246
-12.428878,-8.823311,35.652742
-11.584807,-6.817105,35.629376
-10.551489,-5.061904,35.055717
-9.419145,-3.656052,34.078058
-8.272225,-2.622793,32.844515
-7.178686,-1.931862,31.477651
-6.185732,-1.525406,30.065019
-5.320631,-1.338752,28.662019
-4.594400,-1.313108,27.300002
-4.006443,-1.401309,25.994747
-3.548927,-1.569036,24.753118
-3.210341,-1.793669,23.577526
-2.978100,-2.062247,22.468604
-2.840281,-2.369323,21.426702
-2.786695,-2.715114,20.452714
-2.809449,-3.104038,19.548597
-2.903190,-3.543644,18.717798
-3.065133,-4.043832,17.965738
-3.294967,-4.616263,17.300421
-3.594671,-5.273790,16.733234
-3.968256,-6.029761,16.279963
-4.421388,-6.896930,15.962038
-4.960833,-7.885704,15.807920
-5.593587,-9.001334,15.854452
-6.325521,-10.239602,16.147690
-7.159320,-11.580641,16.742368
-8.091491,-12.980836,17.698511
-9.108323,-14.363721,19.073154
-10.181037,-15.612592,20.904901
-11.261032,-16.570261,23.190407
-12.277232,-17.053716,25.855983
-13.138526,-16.890352,28.734862
-13.744322,-15.973732,31.567835
-14.003777,-14.320264,34.043432
-13.859379,-12.094375,35.875454
-13.305650,-9.576773,36.887058
-12.393662,-7.083165,37.056839
-11.218494,-4.874621,36.502993
-9.895561,-3.103549,35.421514
-8.536220,-1.810162,34.017329
-7.230750,-0.953595,32.458548
-6.041260,-0.452054,30.860753
-5.002549,-0.214751,29.292025
-4.127361,-0.160517,27.786299
-3.412969,-0.225368,26.356676
-2.847247,-0.363324,25.005307
-2.413444,-0.544047,23.729542
-2.093549,-0.749504,22.525245
-1.870443,-0.970763,21.388348
-1.729134,-1.205355,20.315457
-1.657343,-1.455300,19.304035
-1.645694,-1.725751,18.352440
-1.687669,-2.024126,17.459975
-1.779446,-2.359640,16.627003
-1.919718,-2.743100,15.855186
-2.109523,-3.186893,15.147867
-2.352107,-3.705061,14.510639
-2.652835,-4.313370,13.952150
-3.019118,-5.029259,13.485230
-3.460314,-5.871468,13.128389
-3.987537,-6.859089,12.907784
-4.613234,-8.009600,12.859618
-5.350348,-9.335252,13.032811
-6.210750,-10.836967,13.491366
-7.202546,-12.494788,14.315101
-8.325762,-14.254308,15.596249
-9.566023,-16.009974,17.427821
-10.886378,-17.589757,19.878637
-12.218716,-18.751722,22.951740
-13.458548,-19.209339,26.531527
-14.469312,-18.700777,30.342109
-15.102399,-17.096262,33.956704
-15.233208,-14.496748,36.890637
-14.801839,-11.250257,38.759068
-13.838026,-7.847854,39.414725
-12.454871,-4.750659,38.976176
-10.814309,-2.253400,37.737176
-9.083278,-0.449482,36.031411
-7.400101,0.719513,34.133139
-5.859311,1.387097,32.221558
-4.512085,1.700701,30.391033
-3.375091,1.788473,28.678462
-2.441534,1.748141,27.089092
-1.690958,1.647962,25.614222
-1.096565,1.532401,24.241108
-0.630075,1.428574,22.957520
-0.264594,1.351850,21.753310
0.023933,1.310192,20.620573
0.256206,1.307313,19.553309
0.449624,1.344867,18.546981
0.618661,1.423928,17.598175
0.775386,1.545969,16.704380
0.930039,1.713506,15.863891
1.091590,1.930540,15.075836
1.268276,2.202878,14.340312
1.468083,2.538406,13.658638
1.699195,2.947339,13.033765
1.970397,3.442444,12.470874
2.291452,4.039221,11.978250
2.673425,4.755945,11.568508
3.128928,5.613419,11.260306
3.672241,6.634146,11.080651
4.319154,7.840451,11.067891
5.086355,9.250785,11.275291
5.989999,10.873101,11.774720
7.042946,12.693880,12.659068
8.250007,14.661529,14.040467
9.600496,16.664334,16.039037
11.057925,18.507475,18.754638
12.548262,19.902136,22.215003
13.951274,20.490422,26.303886
15.103439,19.931626,30.697550
15.821987,18.047892,34.867421
15.951995,14.964951,38.202387
15.421110,11.136462,40.227782
14.272226,7.193404,40.793193
12.652156,3.701277,40.095804
10.762638,0.985685,38.537360
8.802624,-0.890305,36.536572
6.928268,-2.040483,34.409706
5.238734,-2.649678,32.342900
3.781108,-2.900795,30.419304
2.563777,-2.941924,28.659682
1.570645,-2.879929,27.054972
0.772612,-2.786135,25.586094
0.135546,-2.705321,24.233705
-0.374799,-2.664128,22.981914
-0.790130,-2.677697,21.819022
-1.138461,-2.754503,20.737107
-1.443917,-2.899723,19.731361
-1.727061,-3.117484,18.799572
-2.005498,-3.412327,17.941872
-2.294576,-3.790106,17.160774
-2.608089,-4.258476,16.461510
-2.958897,-4.827039,15.852637
-3.359444,-5.507153,15.346975
-3.822092,-6.311294,14.962850
-4.359236,-7.251766,14.725668
-4.983069,-8.338432,14.669702
-5.704853,-9.574951,14.839827
-6.533451,-10.952977,15.292524
-7.472847,-12.443784,16.094902
-8.518346,-13.987409,17.319583
-9.651372,-15.480867,19.032456
-10.833303,-16.769901,21.270304
-11.999901,-17.652757,24.007934
-13.059441,-17.907091,27.121667
-13.898864,-17.346898,30.367427
-14.401346,-15.899429,33.399477
-14.473887,-13.666966,35.845346
-14.075967,-10.927718,37.417244
-13.235658,-8.058101,38.003274
-12.043921,-5.413076,37.684698
-10.629607,-3.230812,36.675334
-9.127630,-1.603170,35.228995
-7.653391,-0.504295,33.566447
-6.289751,0.157402,31.843393
-5.085521,0.493373,30.151659
-4.060952,0.606669,28.535761
-3.215773,0.579801,27.011250
-2.536929,0.472746,25.578721
-2.004765,0.325776,24.232522
-1.597395,0.163820,22.965346
-1.293479,0.000690,21.770262
-1.073803,-0.157413,20.641367
-0.922010,-0.309273,19.573829
-0.824807,-0.456799,18.563715
-0.771848,-0.603808,17.607792
-0.755471,-0.755284,16.703378
-0.770385,-0.916982,15.848254
-0.813359,-1.095289,15.040634
-0.882967,-1.297262,14.279199
-0.979396,-1.530780,13.563189
-1.104322,-1.804793,12.892553
-1.260863,-2.129636,12.268201
-1.453606,-2.517389,11.692364
-1.688688,-2.982269,11.169129
-1.973942,-3.541016,10.705215
-2.319078,-4.213203,10.311090
-2.735868,-5.021355,10.002560
-3.238296,-5.990648,9.802995
-3.842538,-7.147766,9.746344
-4.566628,-8.518258,9.881029
-5.429468,-10.121277,10.274537
-6.448707,-11.960129,11.017832
-7.636742,-14.006717,12.227365
-8.993935,-16.178502,14.039905
-10.498256,-18.309613,16.592122
-12.091682,-20.125557,19.974538
-13.666494,-21.244537,24.154530
-15.059564,-21.240592,28.884977
-16.067081,-19.791695,33.655451
-16.489010,-16.873135,37.769110
-16.195122,-12.868672,40.574445
-15.180491,-8.471228,41.739142
-13.573922,-4.401800,41.368611
-11.591991,-1.142029,39.887664
-9.468441,1.154877,37.804354
-7.397272,2.584328,35.527827
-5.507487,3.355367,33.307273
-3.864654,3.687904,31.256219
-2.485787,3.763278,29.403746
-1.356630,3.712708,27.738253
-0.445990,3.623488,26.234599
0.284261,3.550178,24.867513
0.873005,3.525137,23.616666
1.356527,3.566733,22.467661
1.767029,3.685215,21.411438
2.132297,3.886697,20.443378
2.476014,4.175752,19.562612
2.818382,4.556985,18.771694
3.176851,5.035858,18.076667
3.566799,5.618916,17.487485
4.002081,6.313438,17.018735
4.495358,7.126476,16.690620
5.058124,8.063092,16.530063
5.700306,9.123524,16.571699
6.429306,10.298989,16.858282
7.248303,11.565864,17.439665
8.153660,12.878389,18.369024
9.131417,14.160923,19.694574
10.153158,15.302411,21.445039
11.172202,16.157879,23.608626
12.121918,16.563399,26.108944
12.918732,16.369280,28.787456
13.472175,15.488352,31.407178
13.702056,13.942751,33.689807
13.558782,11.882628,35.382663
13.039051,9.557365,36.329256
12.189366,7.246496,36.507587
11.095182,5.183934,36.017338
9.860586,3.511047,35.028635
8.587083,2.271462,33.723597
7.358360,1.435727,32.255784
6.233437,0.935198,30.734471
5.246817,0.690270,29.227100
4.412738,0.627780,27.769828
3.730865,0.688821,26.378882
3.191735,0.830334,25.059431
2.781167,1.023543,23.811364
2.483464,1.251255,22.632601
2.283520,1.505080,21.520778
2.168083,1.783077,20.474029
2.126409,2.087944,19.491340
2.150523,2.425744,18.572754
2.235240,2.805070,17.719587
2.378068,3.236548,16.934733
2.579063,3.732561,16.223128
2.840664,4.307073,15.592404
3.167532,4.975417,15.053797
3.566361,5.753879,14.623360
4.045611,6.658848,14.323508
4.615070,7.705175,14.184888
5.285082,8.903286,14.248416
6.065237,10.254416,14.567040
6.962197,11.743296,15.206279
7.976316,13.327860,16.241748
9.096759,14.926565,17.750828
10.295184,16.406199,19.794850
11.518911,17.577094,22.389150
12.686034,18.207154,25.463343
13.686703,18.066648,28.825079
14.395425,17.004653,32.153494
14.696225,15.032325,35.049891
14.515100,12.362977,37.146601
13.846180,9.366989,38.227738
12.757375,6.452727,38.291389
11.371577,3.940111,37.517879
9.833256,1.993717,36.174778
8.276203,0.630932,34.521386
6.803301,-0.226175,32.754138
5.480250,-0.694660,30.995633
4.339188,-0.891577,29.308879
3.386843,-0.914701,27.718293
2.613292,-0.837169,26.227411
1.999337,-0.709381,24.830539
1.521902,-0.563563,23.519160
1.157568,-0.418620,22.284896
0.884650,-0.284294,21.120545
0.684228,-0.164365,20.020215
0.540497,-0.058957,18.979117
0.440708,0.033884,17.993295
0.374892,0.117187,17.059389
0.335484,0.194447,16.174463
0.316943,0.269309,15.335891
0.315395,0.345438,14.541291
0.328333,0.426511,13.788485
0.354380,0.516300,13.075491
0.393107,0.618796,12.400524
0.444924,0.738380,11.762017
0.511009,0.880022,11.158664
0.593303,1.049513,10.589484
0.694542,1.253733,10.053927
0.818338,1.500962,9.552025
0.969310,1.801241,9.084627
1.153255,2.166785,8.653750
1.377375,2.612457,8.263102
1.650548,3.156267,7.918861
1.983641,3.819865,7.630833
2.389846,4.628914,7.414153
2.885001,5.613121,7.291752
3.487788,6.805523,7.297865
4.219646,8.240257,7.482816
5.104055,9.947545,7.919141
6.164626,11.943816,8.708448
7.421067,14.214117,9.986837
8.881734,16.683829,11.923534
10.531321,19.179405,14.702182
12.313228,21.387178,18.468857
14.109543,22.839068,23.233186
15.728652,22.978104,28.735662
16.918624,21.351411,34.356545
17.423118,17.890668,39.198386
17.072010,13.090227,42.408717
15.860113,7.869656,43.579614
13.957628,3.160109,42.908581
11.642439,-0.469276,41.000094
9.202237,-2.899704,38.517235
6.862798,-4.315331,35.947284
4.762917,-5.008704,33.552137
2.963596,-5.254638,31.425449
1.470794,-5.262421,29.568952
0.257919,-5.173775,27.947951
-0.717283,-5.077511,26.521433
-1.501862,-5.025992,25.254720
-2.141484,-5.048322,24.122877
-2.677389,-5.159637,23.110239
-3.145275,-5.367207,22.208835
-3.575260,-5.674224,21.416885
-3.992380,-6.081953,20.737781
-4.417261,-6.590675,20.179557
-4.866757,-7.199699,19.754747
-5.354392,-7.906559,19.480420
-5.890509,-8.705422,19.378184
-6.482021,-9.584730,19.473803
-7.131721,-10.524101,19.795991
-7.837091,-11.490746,20.373780
-8.588688,-12.436007,21.231776
-9.368288,-13.293251,22.382795
-10.147262,-13.979025,23.817969
-10.885948,-14.399827,25.495809
-11.535034,-14.466215,27.333681
-12.039917,-14.113564,29.206919
-12.348298,-13.324550,30.960575
-12.419958,-12.144450,32.434846
-12.236109,-10.680102,33.498079
-11.805008,-9.079401,34.075190
-11.161479,-7.497962,34.159614
-10.360311,-6.066345,33.804813
-9.465967,-4.869786,33.101454
-8.542033,-3.944571,32.151446
-7.643225,-3.287187,31.048108
-6.811123,-2.868973,29.865948
-6.073345,-2.650128,28.658709
-5.445082,-2.589983,27.462278
-4.931819,-2.653018,26.299364
-4.532317,-2.811492,25.184017
-4.241305,-3.045879,24.125196
-4.051644,-3.344131,23.129301
-3.955911,-3.700453,22.201869
-3.947461,-4.113984,21.348730
-4.021060,-4.587552,20.576850
-4.173192,-5.126548,19.895064
-4.402112,-5.737855,19.314778
-4.707690,-6.428707,18.850705
-5.091059,-7.205330,18.521628
-5.554047,-8.071144,18.351073
-6.098319,-9.024327,18.367711
-6.724168,-10.054548,18.605090
-7.428846,-11.138823,19.100093
-8.204380,-12.236806,19.889276
-9.034951,-13.286431,21.002105
-9.894126,-14.201841,22.450431
-10.742666,-14.876567,24.214645
-11.528062,-15.195353,26.229320
-12.187292,-15.056464,28.374245
-12.653920,-14.401647,30.478845
-12.869358,-13.244126,32.345869
-12.795848,-11.680460,33.791873
-12.426832,-9.875778,34.690841
-11.790336,-8.024788,35.001843
-10.943625,-6.304800,34.768527
-9.961183,-4.840732,34.093597
-8.920606,-3.693003,33.103224
-7.890900,-2.866005,31.916929
-6.925583,-2.327108,30.630682
-6.060662,-2.026296,29.312588
-5.316130,-1.910942,28.006385
-4.699293,-1.934516,26.737893
-4.208596,-2.060360,25.521335
-3.837108,-2.262326,24.364242
-3.575328,-2.523768,23.270784
-3.413222,-2.835920,22.243854
-3.341593,-3.196217,21.286345
-3.352905,-3.606800,20.401968
-3.441723,-4.073309,19.595887
-3.604866,-4.603889,18.875322
-3.841373,-5.208332,18.250227
-4.152322,-5.897206,17.734100
-4.540498,-6.680770,17.344924
-5.009899,-7.567459,17.106201
-5.564987,-8.561630,17.047918
-6.209574,-9.660279,17.207116
-6.945197,-10.848452,17.627472
-7.768827,-12.093310,18.356897
-8.669829,-13.337429,19.441784
-9.626304,-14.493014,20.916372
-10.601394,-15.440420,22.786411
-11.540766,-16.036021,25.008592
-12.373284,-16.134455,27.471654
-13.017048,-15.626011,29.990100
-13.391945,-14.480398,32.322812
-13.436953,-12.777281,34.220792
-13.126858,-10.702271,35.490757
-12.481300,-8.502211,36.046085
-11.561573,-6.418199,35.919481
-10.456305,-4.628349,35.234053
-9.262228,-3.222931,34.152893
-8.067145,-2.212597,32.833177
-6.939458,-1.554888,31.399640
-5.924784,-1.182757,29.937749
-5.047755,-1.025843,28.499090
-4.316482,-1.022541,27.111091
-3.727674,-1.124784,25.786236
-3.271238,-1.298425,24.528875
-2.933897,-1.521495,23.339570
-2.701751,-1.781793,22.217560
-2.561935,-2.074557,21.162071
-2.503597,-2.400531,20.172976
-2.518383,-2.764503,19.251196
-2.600616,-3.174275,18.399027
-2.747289,-3.639967,17.620533
-2.957954,-4.173541,16.922075
-3.234553,-4.788414,16.313039
-3.581210,-5.498992,15.806791
-4.003953,-6.319935,15.421915
-4.510299,-7.264866,15.183696
-5.108616,-8.344180,15.125773
-5.807066,-9.561461,15.291648
-6.611930,-10.907990,15.735416
-7.525022,-12.354932,16.520491
-8.539942,-13.843384,17.714354
-9.637123,-15.273887,19.376622
-10.778117,-16.499655,21.537937
-11.900635,-17.331269,24.169721
-12.917186,-17.562571,27.151501
-13.721152,-17.023235,30.252376
-14.203207,-15.648269,33.149497
-14.276582,-13.533030,35.496491
-13.903133,-10.933776,37.023900
-13.108105,-8.198371,37.621897
-11.975331,-5.658804,37.357899
-10.624844,-3.543502,36.424372
-9.183824,-1.947312,35.055905
-7.762639,-0.854435,33.461363
-6.442040,-0.184583,31.791950
-5.270988,0.164511,30.139880
-4.271243,0.289752,28.552276
-3.444625,0.270116,27.047730
-2.780257,0.163816,25.629487
-2.260478,0.010383,24.293911
-1.865118,-0.165538,23.035152
-1.574282,-0.350301,21.847316
-1.369974,-0.537974,20.725278
-1.236904,-0.727830,19.664856
-1.162766,-0.922566,18.662729
-1.138198,-1.127135,17.716334
-1.156585,-1.348043,16.823785
-1.213809,-1.593008,15.983879
-1.308002,-1.870858,15.196178
-1.439342,-2.191625,14.461189
